source_file,id,category,difficulty_tier,knowledge_level,rank_tier,displayAnswer,normalizedAnswer,duplicate_count,all_rank_tiers_for_answer,duplicate_ids
gen_000410_int_std,tier_c_d_questions_40_specific_hints_batch3.json,gen,intermediate,standard,C,Gantt Chart,ganttchart,2026-04-28T17:01:41
geo_000411_adv_com,tier_c_d_questions_40_specific_hints_batch3.json,geo,advanced,common,C,London,london,2026-04-28T17:01:41
sci_000412_adv_com,tier_c_d_questions_40_specific_hints_batch3.json,sci,advanced,common,C,Banana,banana,2026-04-28T17:01:41
sci_000413_adv_com,tier_c_d_questions_40_specific_hints_batch3.json,sci,advanced,common,C,Elephant,elephant,2026-04-28T17:01:41
art_000414_adv_com,tier_c_d_questions_40_specific_hints_batch3.json,art,advanced,common,C,Piano,piano,2026-04-28T17:01:41
sci_000415_adv_com,tier_c_d_questions_40_specific_hints_batch3.json,sci,advanced,common,C,Rain,rain,2026-04-28T17:01:41
tech_000416_adv_com,tier_c_d_questions_40_specific_hints_batch3.json,tech,advanced,common,C,Camera,camera,2026-04-28T17:01:41
gen_000417_adv_com,tier_c_d_questions_40_specific_hints_batch3.json,gen,advanced,common,C,Bicycle,bicycle,2026-04-28T17:01:41
gen_000418_adv_com,tier_c_d_questions_40_specific_hints_batch3.json,gen,advanced,common,C,Silver,silver,2026-04-28T17:01:41
geo_000419_adv_com,tier_c_d_questions_40_specific_hints_batch3.json,geo,advanced,common,C,Desert,desert,2026-04-28T17:01:41
art_000420_adv_com,tier_c_d_questions_40_specific_hints_batch3.json,art,advanced,common,C,Guitar,guitar,2026-04-28T17:01:41
geo_000421_beg_std,tier_c_d_questions_40_specific_hints_batch3.json,geo,beginner,standard,D,Finland,finland,2026-04-28T17:01:41
sci_000422_beg_std,tier_c_d_questions_40_specific_hints_batch3.json,sci,beginner,standard,D,Chlorine,chlorine,2026-04-28T17:01:41
his_000423_beg_std,tier_c_d_questions_40_specific_hints_batch3.json,his,beginner,standard,D,Gutenberg,gutenberg,2026-04-28T17:01:41
food_000424_beg_std,tier_c_d_questions_40_specific_hints_batch3.json,food,beginner,standard,D,Tiramisu,tiramisu,2026-04-28T17:01:41
tech_000425_beg_std,tier_c_d_questions_40_specific_hints_batch3.json,tech,beginner,standard,D,QR Code,qrcode,2026-04-28T17:01:41
lang_000426_beg_std,tier_c_d_questions_40_specific_hints_batch3.json,lang,beginner,standard,D,Metaphor,metaphor,2026-04-28T17:01:41
art_000427_beg_std,tier_c_d_questions_40_specific_hints_batch3.json,art,beginner,standard,D,Watercolor,watercolor,2026-04-28T17:01:41
spo_000428_beg_std,tier_c_d_questions_40_specific_hints_batch3.json,spo,beginner,standard,D,Archery,archery,2026-04-28T17:01:41
ent_000429_beg_std,tier_c_d_questions_40_specific_hints_batch3.json,ent,beginner,standard,D,Toy Story,toystory,2026-04-28T17:01:41
gen_000430_beg_std,tier_c_d_questions_40_specific_hints_batch3.json,gen,beginner,standard,D,Telescope,telescope,2026-04-28T17:01:41
geo_000431_int_com,tier_c_d_questions_40_specific_hints_batch3.json,geo,intermediate,common,D,Brazil,brazil,2026-04-28T17:01:41
geo_000432_int_com,tier_c_d_questions_40_specific_hints_batch3.json,geo,intermediate,common,D,China,china,2026-04-28T17:01:41
sci_000433_int_com,tier_c_d_questions_40_specific_hints_batch3.json,sci,intermediate,common,D,Penguin,penguin,2026-04-28T17:01:41
food_000434_int_com,tier_c_d_questions_40_specific_hints_batch3.json,food,intermediate,common,D,Honey,honey,2026-04-28T17:01:41
geo_000435_int_com,tier_c_d_questions_40_specific_hints_batch3.json,geo,intermediate,common,D,Island,island,2026-04-28T17:01:41
tech_000436_int_com,tier_c_d_questions_40_specific_hints_batch3.json,tech,intermediate,common,D,Lemon,lemon,2026-04-28T17:01:41
gen_000437_int_com,tier_c_d_questions_40_specific_hints_batch3.json,gen,intermediate,common,D,Bridge,bridge,2026-04-28T17:01:41
gen_000438_int_com,tier_c_d_questions_40_specific_hints_batch3.json,gen,intermediate,common,D,Train,train,2026-04-28T17:01:41
gen_000439_int_com,tier_c_d_questions_40_specific_hints_batch3.json,gen,intermediate,common,D,Umbrella,umbrella,2026-04-28T17:01:41
gen_000440_int_com,tier_c_d_questions_40_specific_hints_batch3.json,gen,intermediate,common,D,Clock,clock,2026-04-28T17:01:41
geo_000441_beg_std,tier_c_d_quiz_60_questions.json,geo,beginner,standard,D,New Zealand,newzealand,2026-05-01T10:40:43
geo_000442_beg_std,tier_c_d_quiz_60_questions.json,geo,beginner,standard,D,Peru,peru,2026-05-01T10:40:43
geo_000443_beg_std,tier_c_d_quiz_60_questions.json,geo,beginner,standard,D,Baltic Sea,balticsea,2026-05-01T10:40:43
his_000444_beg_std,tier_c_d_quiz_60_questions.json,his,beginner,standard,D,Ottoman Empire,ottomanempire,2026-05-01T10:40:43
his_000445_beg_std,tier_c_d_quiz_60_questions.json,his,beginner,standard,D,Joan of Arc,joanofarc,2026-05-01T10:40:43
his_000446_beg_std,tier_c_d_quiz_60_questions.json,his,beginner,standard,D,Meiji Restoration,meijirestoration,2026-05-01T10:40:43
sci_000447_beg_std,tier_c_d_quiz_60_questions.json,sci,beginner,standard,D,Nitrogen,nitrogen,2026-05-01T10:40:43
sci_000448_beg_std,tier_c_d_quiz_60_questions.json,sci,beginner,standard,D,Pancreas,pancreas,2026-05-01T10:40:43
sci_000449_beg_std,tier_c_d_quiz_60_questions.json,sci,beginner,standard,D,Condensation,condensation,2026-05-01T10:40:43
spo_000450_beg_std,tier_c_d_quiz_60_questions.json,spo,beginner,standard,D,Fencing,fencing,2026-05-01T10:40:43
spo_000451_beg_std,tier_c_d_quiz_60_questions.json,spo,beginner,standard,D,Rowing,rowing,2026-05-01T10:40:43
spo_000452_beg_std,tier_c_d_quiz_60_questions.json,spo,beginner,standard,D,Table Tennis,tabletennis,2026-05-01T10:40:43
ent_000453_beg_std,tier_c_d_quiz_60_questions.json,ent,beginner,standard,D,Spirited Away,spiritedaway,2026-05-01T10:40:43
ent_000454_beg_std,tier_c_d_quiz_60_questions.json,ent,beginner,standard,D,Godzilla,godzilla,2026-05-01T10:40:43
ent_000455_beg_std,tier_c_d_quiz_60_questions.json,ent,beginner,standard,D,The Avengers,theavengers,2026-05-01T10:40:43
food_000456_beg_std,tier_c_d_quiz_60_questions.json,food,beginner,standard,D,Ramen,ramen,2026-05-01T10:40:43
food_000457_beg_std,tier_c_d_quiz_60_questions.json,food,beginner,standard,D,Sauerkraut,sauerkraut,2026-05-01T10:40:43
food_000458_beg_std,tier_c_d_quiz_60_questions.json,food,beginner,standard,D,Falafel,falafel,2026-05-01T10:40:43
tech_000459_beg_std,tier_c_d_quiz_60_questions.json,tech,beginner,standard,D,Ethernet,ethernet,2026-05-01T10:40:43
tech_000460_beg_std,tier_c_d_quiz_60_questions.json,tech,beginner,standard,D,Algorithm,algorithm,2026-05-01T10:40:43
tech_000461_beg_std,tier_c_d_quiz_60_questions.json,tech,beginner,standard,D,CAPTCHA,captcha,2026-05-01T10:40:43
lang_000462_beg_std,tier_c_d_quiz_60_questions.json,lang,beginner,standard,D,Palindrome,palindrome,2026-05-01T10:40:43
lang_000463_beg_std,tier_c_d_quiz_60_questions.json,lang,beginner,standard,D,Hiragana,hiragana,2026-05-01T10:40:43
lang_000464_beg_std,tier_c_d_quiz_60_questions.json,lang,beginner,standard,D,Clause,clause,2026-05-01T10:40:43
art_000465_beg_std,tier_c_d_quiz_60_questions.json,art,beginner,standard,D,Beethoven,beethoven,2026-05-01T10:40:43
art_000466_beg_std,tier_c_d_quiz_60_questions.json,art,beginner,standard,D,Guernica,guernica,2026-05-01T10:40:43
art_000467_beg_std,tier_c_d_quiz_60_questions.json,art,beginner,standard,D,Odyssey,odyssey,2026-05-01T10:40:43
gen_000468_beg_std,tier_c_d_quiz_60_questions.json,gen,beginner,standard,D,Abacus,abacus,2026-05-01T10:40:43
gen_000469_beg_std,tier_c_d_quiz_60_questions.json,gen,beginner,standard,D,Magnet,magnet,2026-05-01T10:40:43
gen_000470_beg_std,tier_c_d_quiz_60_questions.json,gen,beginner,standard,D,Prism,prism,2026-05-01T10:40:43
geo_000471_int_std,tier_c_d_quiz_60_questions.json,geo,intermediate,standard,C,Patagonia,patagonia,2026-05-01T10:40:43
geo_000472_int_std,tier_c_d_quiz_60_questions.json,geo,intermediate,standard,C,Caspian Sea,caspiansea,2026-05-01T10:40:43
geo_000473_adv_com,tier_c_d_quiz_60_questions.json,geo,advanced,common,C,Himalayas,himalayas,2026-05-01T10:40:43
his_000474_int_std,tier_c_d_quiz_60_questions.json,his,intermediate,standard,C,Song Dynasty,songdynasty,2026-05-01T10:40:43
his_000475_int_std,tier_c_d_quiz_60_questions.json,his,intermediate,standard,C,Thirty Years War,thirtyyearswar,2026-05-01T10:40:43
his_000476_int_std,tier_c_d_quiz_60_questions.json,his,intermediate,standard,C,Haitian Revolution,haitianrevolution,2026-05-01T10:40:43
sci_000477_int_std,tier_c_d_quiz_60_questions.json,sci,intermediate,standard,C,Ribosome,ribosome,2026-05-01T10:40:43
sci_000478_int_std,tier_c_d_quiz_60_questions.json,sci,intermediate,standard,C,CRISPR,crispr,2026-05-01T10:40:43
sci_000479_int_std,tier_c_d_quiz_60_questions.json,sci,intermediate,standard,C,Superconductivity,superconductivity,2026-05-01T10:40:43
spo_000480_int_std,tier_c_d_quiz_60_questions.json,spo,intermediate,standard,C,Biathlon,biathlon,2026-05-01T10:40:43
spo_000481_int_std,tier_c_d_quiz_60_questions.json,spo,intermediate,standard,C,Curling,curling,2026-05-01T10:40:43
spo_000482_int_std,tier_c_d_quiz_60_questions.json,spo,intermediate,standard,C,Sabermetrics,sabermetrics,2026-05-01T10:40:43
ent_000483_int_std,tier_c_d_quiz_60_questions.json,ent,intermediate,standard,C,Neon Genesis Evangelion,neongenesisevangelion,2026-05-01T10:40:43
ent_000484_int_std,tier_c_d_quiz_60_questions.json,ent,intermediate,standard,C,Citizen Kane,citizenkane,2026-05-01T10:40:43
ent_000485_int_std,tier_c_d_quiz_60_questions.json,ent,intermediate,standard,C,Dungeons and Dragons,dungeonsanddragons,2026-05-01T10:40:43
food_000486_int_std,tier_c_d_quiz_60_questions.json,food,intermediate,standard,C,Miso,miso,2026-05-01T10:40:43
food_000487_int_std,tier_c_d_quiz_60_questions.json,food,intermediate,standard,C,Pho,pho,2026-05-01T10:40:43
food_000488_int_std,tier_c_d_quiz_60_questions.json,food,intermediate,standard,C,Ceviche,ceviche,2026-05-01T10:40:43
tech_000489_int_std,tier_c_d_quiz_60_questions.json,tech,intermediate,standard,C,Kernel,kernel,2026-05-01T10:40:43
tech_000490_int_std,tier_c_d_quiz_60_questions.json,tech,intermediate,standard,C,Kubernetes,kubernetes,2026-05-01T10:40:43
tech_000491_int_std,tier_c_d_quiz_60_questions.json,tech,intermediate,standard,C,Public Key Cryptography,publickeycryptography,2026-05-01T10:40:43
lang_000492_int_std,tier_c_d_quiz_60_questions.json,lang,intermediate,standard,C,Agglutination,agglutination,2026-05-01T10:40:43
lang_000493_int_std,tier_c_d_quiz_60_questions.json,lang,intermediate,standard,C,Ablaut,ablaut,2026-05-01T10:40:43
lang_000494_int_std,tier_c_d_quiz_60_questions.json,lang,intermediate,standard,C,Phoneme,phoneme,2026-05-01T10:40:43
art_000495_int_std,tier_c_d_quiz_60_questions.json,art,intermediate,standard,C,Bauhaus,bauhaus,2026-05-01T10:40:43
art_000496_int_std,tier_c_d_quiz_60_questions.json,art,intermediate,standard,C,Magical Realism,magicalrealism,2026-05-01T10:40:43
art_000497_int_std,tier_c_d_quiz_60_questions.json,art,intermediate,standard,C,Chiaroscuro,chiaroscuro,2026-05-01T10:40:43
gen_000498_int_std,tier_c_d_quiz_60_questions.json,gen,intermediate,standard,C,Astrolabe,astrolabe,2026-05-01T10:40:43
gen_000499_int_std,tier_c_d_quiz_60_questions.json,gen,intermediate,standard,C,Gyroscope,gyroscope,2026-05-01T10:40:43
gen_000500_int_std,tier_c_d_quiz_60_questions.json,gen,intermediate,standard,C,Lodestone,lodestone,2026-05-01T10:40:43
geo_000501_beg_std,tier_c_d_quiz_60_questions_v2.json,geo,beginner,standard,D,Sydney,sydney,2026-05-03T14:34:23
geo_000502_beg_std,tier_c_d_quiz_60_questions_v2.json,geo,beginner,standard,D,Bolivia,bolivia,2026-05-03T14:34:23
geo_000503_beg_std,tier_c_d_quiz_60_questions_v2.json,geo,beginner,standard,D,Ethiopia,ethiopia,2026-05-03T14:34:23
his_000504_beg_std,tier_c_d_quiz_60_questions_v2.json,his,beginner,standard,D,Anglo Saxons,anglosaxons,2026-05-03T14:34:23
his_000505_beg_std,tier_c_d_quiz_60_questions_v2.json,his,beginner,standard,D,Vikings,vikings,2026-05-03T14:34:23
his_000506_beg_std,tier_c_d_quiz_60_questions_v2.json,his,beginner,standard,D,French Revolution,frenchrevolution,2026-05-03T14:34:23
sci_000507_beg_std,tier_c_d_quiz_60_questions_v2.json,sci,beginner,standard,D,Organic Chemistry,organicchemistry,2026-05-03T14:34:23
sci_000508_beg_std,tier_c_d_quiz_60_questions_v2.json,sci,beginner,standard,D,Astronomy,astronomy,2026-05-03T14:34:23
sci_000509_beg_std,tier_c_d_quiz_60_questions_v2.json,sci,beginner,standard,D,Calcium Carbonate,calciumcarbonate,2026-05-03T14:34:23
spo_000510_beg_std,tier_c_d_quiz_60_questions_v2.json,spo,beginner,standard,D,Ice Curling,icecurling,2026-05-03T14:34:23
spo_000511_beg_std,tier_c_d_quiz_60_questions_v2.json,spo,beginner,standard,D,Gymnastics,gymnastics,2026-05-03T14:34:23
spo_000512_beg_std,tier_c_d_quiz_60_questions_v2.json,spo,beginner,standard,D,Darts,darts,2026-05-03T14:34:23
ent_000513_beg_std,tier_c_d_quiz_60_questions_v2.json,ent,beginner,standard,D,The Simpsons,thesimpsons,2026-05-03T14:34:23
ent_000514_beg_std,tier_c_d_quiz_60_questions_v2.json,ent,beginner,standard,D,Back to the Future,backtothefuture,2026-05-03T14:34:23
ent_000515_beg_std,tier_c_d_quiz_60_questions_v2.json,ent,beginner,standard,D,E T the Extra Terrestrial,ettheextraterrestrial,2026-05-03T14:34:23
food_000516_beg_std,tier_c_d_quiz_60_questions_v2.json,food,beginner,standard,D,Pad Thai,padthai,2026-05-03T14:34:23
food_000517_beg_std,tier_c_d_quiz_60_questions_v2.json,food,beginner,standard,D,Pesto,pesto,2026-05-03T14:34:23
food_000518_beg_std,tier_c_d_quiz_60_questions_v2.json,food,beginner,standard,D,Miso Soup,misosoup,2026-05-03T14:34:23
tech_000519_beg_std,tier_c_d_quiz_60_questions_v2.json,tech,beginner,standard,D,Tablet Computer,tabletcomputer,2026-05-03T14:34:23
tech_000520_beg_std,tier_c_d_quiz_60_questions_v2.json,tech,beginner,standard,D,GitHub,github,2026-05-03T14:34:23
tech_000521_beg_std,tier_c_d_quiz_60_questions_v2.json,tech,beginner,standard,D,Database,database,2026-05-03T14:34:23
lang_000522_beg_std,tier_c_d_quiz_60_questions_v2.json,lang,beginner,standard,D,Neologism,neologism,2026-05-03T14:34:23
lang_000523_beg_std,tier_c_d_quiz_60_questions_v2.json,lang,beginner,standard,D,Onomatopoeia,onomatopoeia,2026-05-03T14:34:23
lang_000524_beg_std,tier_c_d_quiz_60_questions_v2.json,lang,beginner,standard,D,Prosody,prosody,2026-05-03T14:34:23
art_000525_beg_std,tier_c_d_quiz_60_questions_v2.json,art,beginner,standard,D,Claude Monet,claudemonet,2026-05-03T14:34:23
art_000526_beg_std,tier_c_d_quiz_60_questions_v2.json,art,beginner,standard,D,Salvador Dali,salvadordali,2026-05-03T14:34:23
art_000527_beg_std,tier_c_d_quiz_60_questions_v2.json,art,beginner,standard,D,Frankenstein,frankenstein,2026-05-03T14:34:23
gen_000528_beg_std,tier_c_d_quiz_60_questions_v2.json,gen,beginner,standard,D,Light Bulb,lightbulb,2026-05-03T14:34:23
gen_000529_beg_std,tier_c_d_quiz_60_questions_v2.json,gen,beginner,standard,D,Pulley,pulley,2026-05-03T14:34:23
gen_000530_beg_std,tier_c_d_quiz_60_questions_v2.json,gen,beginner,standard,D,Microscope,microscope,2026-05-03T14:34:23
geo_000531_int_std,tier_c_d_quiz_60_questions_v2.json,geo,intermediate,standard,C,Li River,liriver,2026-05-03T14:34:23
geo_000532_int_std,tier_c_d_quiz_60_questions_v2.json,geo,intermediate,standard,C,Indian Peninsula,indianpeninsula,2026-05-03T14:34:23
geo_000533_adv_com,tier_c_d_quiz_60_questions_v2.json,geo,advanced,common,C,Andes,andes,2026-05-03T14:34:23
his_000534_int_std,tier_c_d_quiz_60_questions_v2.json,his,intermediate,standard,C,Minoan Civilization,minoancivilization,2026-05-03T14:34:23
his_000535_int_std,tier_c_d_quiz_60_questions_v2.json,his,intermediate,standard,C,Maurya Empire,mauryaempire,2026-05-03T14:34:23
his_000536_int_std,tier_c_d_quiz_60_questions_v2.json,his,intermediate,standard,C,Middle Ages,middleages,2026-05-03T14:34:23
sci_000537_int_std,tier_c_d_quiz_60_questions_v2.json,sci,intermediate,standard,C,RNA Splicing,rnasplicing,2026-05-03T14:34:23
sci_000538_int_std,tier_c_d_quiz_60_questions_v2.json,sci,intermediate,standard,C,Plate Tectonics,platetectonics,2026-05-03T14:34:23
sci_000539_adv_com,tier_c_d_quiz_60_questions_v2.json,sci,advanced,common,C,Blue,blue,2026-05-03T14:34:23
spo_000540_int_std,tier_c_d_quiz_60_questions_v2.json,spo,intermediate,standard,C,Tour de France,tourdefrance,2026-05-03T14:34:23
spo_000541_int_std,tier_c_d_quiz_60_questions_v2.json,spo,intermediate,standard,C,Curling Strategy,curlingstrategy,2026-05-03T14:34:23
spo_000542_int_std,tier_c_d_quiz_60_questions_v2.json,spo,intermediate,standard,C,Sport Fencing,sportfencing,2026-05-03T14:34:23
ent_000543_int_std,tier_c_d_quiz_60_questions_v2.json,ent,intermediate,standard,C,Inception,inception,2026-05-03T14:34:23
ent_000544_int_std,tier_c_d_quiz_60_questions_v2.json,ent,intermediate,standard,C,Mad Max Fury Road,madmaxfuryroad,2026-05-03T14:34:23
ent_000545_adv_com,tier_c_d_quiz_60_questions_v2.json,ent,advanced,common,C,Mario,mario,2026-05-03T14:34:23
food_000546_int_std,tier_c_d_quiz_60_questions_v2.json,food,intermediate,standard,C,Tamale,tamale,2026-05-03T14:34:23
food_000547_int_std,tier_c_d_quiz_60_questions_v2.json,food,intermediate,standard,C,Poke,poke,2026-05-03T14:34:23
food_000548_int_std,tier_c_d_quiz_60_questions_v2.json,food,intermediate,standard,C,Kimchi,kimchi,2026-05-03T14:34:23
tech_000549_int_std,tier_c_d_quiz_60_questions_v2.json,tech,intermediate,standard,C,Internet Protocol,internetprotocol,2026-05-03T14:34:23
tech_000550_int_std,tier_c_d_quiz_60_questions_v2.json,tech,intermediate,standard,C,Cloud Computing,cloudcomputing,2026-05-03T14:34:23
tech_000551_int_std,tier_c_d_quiz_60_questions_v2.json,tech,intermediate,standard,C,Blockchain,blockchain,2026-05-03T14:34:23
lang_000552_int_std,tier_c_d_quiz_60_questions_v2.json,lang,intermediate,standard,C,Japanese,japanese,2026-05-03T14:34:23
lang_000553_int_std,tier_c_d_quiz_60_questions_v2.json,lang,intermediate,standard,C,Xhosa,xhosa,2026-05-03T14:34:23
lang_000554_int_std,tier_c_d_quiz_60_questions_v2.json,lang,intermediate,standard,C,Sanskrit,sanskrit,2026-05-03T14:34:23
art_000555_int_std,tier_c_d_quiz_60_questions_v2.json,art,intermediate,standard,C,Ulysses,ulysses,2026-05-03T14:34:23
art_000556_int_std,tier_c_d_quiz_60_questions_v2.json,art,intermediate,standard,C,Gothic Architecture,gothicarchitecture,2026-05-03T14:34:23
art_000557_int_std,tier_c_d_quiz_60_questions_v2.json,art,intermediate,standard,C,Jazz,jazz,2026-05-03T14:34:23
gen_000558_int_std,tier_c_d_quiz_60_questions_v2.json,gen,intermediate,standard,C,Plane,plane,2026-05-03T14:34:23
gen_000559_int_std,tier_c_d_quiz_60_questions_v2.json,gen,intermediate,standard,C,Beam Balance,beambalance,2026-05-03T14:34:23
gen_000560_int_std,tier_c_d_quiz_60_questions_v2.json,gen,intermediate,standard,C,Gear,gear,2026-05-03T14:34:23
